Fire_Name,County,City,Lat,Lng,Start_Date,End_Date,Agency,Acres,Cause
OREGON,Trinity,Hayfork,40.5543,-123.1831,8/24/2014,8/30/2014,CAL FIRE,461,VEHICLE
GULCH,Shasta,Shasta Lake,40.68,-122.3627,9/10/2014,9/15/2014,CAL FIRE,1300,VEHICLE
SILVERADO,Orange,Lake Forest,33.6469,-117.686,9/12/2014,9/20/2014,USFS,985,UNDETERMINED
BLACK,Mendocino,Willits,39.4096,-123.3556,9/13/2014,9/17/2014,CAL FIRE,403,EQUIPMENT USE
KING,El Dorado,Diamond Springs,38.6946,-120.815,9/13/2014,10/9/2014,USFS,97717,HUMAN
COURTNEY,Madera,Madera Acres,37.0191,-120.0669,9/14/2014,9/22/2014,CAL FIRE,320,UNDETERMINED
TRACT 17,Glenn,Glenn,39.5218,-122.0139,9/17/2014,9/19/2014,FWS,395,HUMAN
NELSON,Butte,Paradise,39.7596,-121.622,9/18/2014,9/21/2014,CAL FIRE,500,ELECTRICAL POWER
DOG ROCK,Mariposa,Yosemite Valley,37.7344,-119.6065,10/7/2014,10/12/2014,NPS,311,UNDETERMINED
APPLEGATE,Placer,Last Chance,39.1113,-120.6247,10/8/2014,10/22/2014,CAL FIRE,459,UNDETERMINED
VAN DYKE,Mono,Mammoth Lakes,37.6433,-118.9669,2/6/2015,2/10/2015,USFS,509,UNDETERMINED
ROUND,Inyo,Bishop,37.365,-118.3947,2/6/2015,2/13/2015,CAL FIRE,7000,UNDETERMINED
HIGHWAY,Riverside,Riverside,33.9534,-117.3962,4/18/2015,4/24/2015,CAL FIRE,1049,EQUIPMENT
MORTAR,San Diego,San Diego,32.7174,-117.1628,4/28/2015,4/29/2015,DOD,800,UNDETERMINED
CARL,San Diego,San Diego,32.7174,-117.1628,4/28/2015,4/29/2015,DOD,4000,UNDETERMINED
GRENADE,San Diego,San Diego,32.7174,-117.1628,4/29/2015,5/5/2015,DOD,2025,UNDETERMINED
FOREBAY,Merced,Merced,37.303,-120.4844,5/11/2015,5/12/2015,CAL FIRE,692,VEHICLE
SADDLE,Trinity,Hayfork,40.5543,-123.1831,6/9/2015,6/25/2015,USFS,1542,LIGHTNING
PEANUT,Monterey,King City,36.2127,-121.1261,6/11/2015,6/11/2015,DOD,1532,UNDETERMINED
LAKE,San Bernardino,San Bernardino,34.1083,-117.2898,6/17/2015,7/5/2015,USFS,31359,UNDETERMINED
SKY,Madera,Madera Acres,37.0191,-120.0669,6/18/2015,6/26/2015,USFS,500,VEHICLE
CORRINE,Madera,Madera Acres,37.0191,-120.0669,6/18/2015,6/24/2015,CAL FIRE,920,ELECTRICAL POWER
PARKHILL,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,6/20/2015,6/20/2015,CAL FIRE,1791,VEHICLE
CALGROVE,Los Angeles,Los Angeles,34.0549,-118.2445,6/24/2015,6/26/2015,LAC,415,UNDETERMINED
IONE,Sacramento,Sacramento,38.5816,-121.4944,7/2/2015,7/5/2015,CAL FIRE,357,ARSON
YORK,Siskiyou,Yreka,41.7326,-122.6378,7/4/2015,7/6/2015,CAL FIRE,395,LIGHTNING
NORTH,San Bernardino,San Bernardino,34.1083,-117.2898,7/17/2015,7/21/2015,USFS,4250,UNDETERMINED
MCCABE,Merced,Merced,37.303,-120.4844,7/18/2015,7/22/2015,CAL FIRE,1600,LIGHTNING
CABIN,Tulare,Camp Nelson,36.1427,-118.6093,7/19/2015,9/5/2015,USFS,6980,LIGHTNING
TRIPLE 3,Tulare,Camp Nelson,36.1427,-118.6093,7/21/2015,7/21/2015,CAL FIRE,430,LIGHTNING
WRAGG,NAPA,Napa,38.2971,-122.2856,7/22/2015,8/6/2015,CAL FIRE,8051,VEHICLE
WILLOW,Madera,Madera Acres,37.0191,-120.0669,7/25/2015,8/15/2015,USFS,5702,UNDETERMINED
SWEDES,Butte,Paradise,39.7596,-121.622,7/29/2015,8/16/2015,CAL FIRE,400,DEBRIS BURNING
ROCKY,Lake,Lakeport,39.043,-122.9159,7/29/2015,8/14/2015,CAL FIRE,69636,EQUIPMENT
FROG,Modoc,Alturas,41.4871,-120.5424,7/30/2015,8/6/2015,USFS,4863,LIGHTNING
HUMBOLDT COMPLEX,Humboldt,Fortuna,40.5974,-124.1561,7/30/2015,8/21/2015,CAL FIRE,4883,LIGHTNING
ROUTE COMPLEX,Humboldt,Fortuna,40.5974,-124.1561,7/30/2015,8/31/2015,USFS,35675,LIGHTNING
FORK COMPLEX,Trinity,Hayfork,40.5543,-123.1831,7/30/2015,8/29/2015,USFS,36499,UNDETERMINED
MAD RIVER COMPLEX,Trinity,Hayfork,40.5543,-123.1831,7/30/2015,9/3/2015,USFS,37462,LIGHTNING
RIVER COMPLEX,Trinity,Hayfork,40.5543,-123.1831,7/30/2015,10/15/2015,USFS,77081,LIGHTNING
CREEK,Merced,Merced,37.303,-120.4844,7/31/2015,7/31/2015,CAL FIRE,1450,VEHICLE
GASQUET COMPLEX,Del Norte,Crescent City,41.7559,-124.2018,7/31/2015,10/15/2015,USFS,30361,LIGHTNING
ROUGH,Fresno,Fresno,36.7394,-119.7849,7/31/2015,12/1/2015,USFS,151623,LIGHTNING
NICKOWITZ,Del Norte,Crescent City,41.7559,-124.2018,8/1/2015,9/30/2015,USFS,7509,LIGHTNING
SOUTH COMPLEX,Trinity,Hayfork,40.5543,-123.1831,8/1/2015,10/1/2015,USFS,29416,LIGHTNING
DODGE,Lassen,Susanville,40.4163,-120.6531,8/3/2015,8/17/2015,BLM,10570,HUMAN
JERUSALEM,Lake,Lakeport,39.043,-122.9159,8/9/2015,8/25/2015,CAL FIRE,25118,UNDETERMINED
ANZA,Riverside,Riverside,33.9534,-117.3962,8/10/2015,8/15/2015,CAL FIRE,500,HUMAN
HORNO,San Diego,San Diego,32.7174,-117.1628,8/13/2015,8/17/2015,DOD,1846,HUMAN
CABIN,Los Angeles,Los Angeles,34.0549,-118.2445,8/14/2015,8/20/2015,USFS,1723,UNDETERMINED
WALKER,Mono,Mammoth Lakes,37.6433,-118.9669,8/14/2015,8/31/2015,USFS,3676,UNDETERMINED
WARM,Los Angeles,Los Angeles,34.0549,-118.2445,8/16/2015,8/19/2015,USFS,300,UNDETERMINED
CUESTA,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,8/16/2015,9/3/2015,CAL FIRE,2446,VEHICLE
DEER,Kern,Bakersfield,35.3739,-119.0195,8/18/2015,8/20/2015,KRN,311,UNDETERMINED
TESLA,Alameda,Pleasanton,37.6624,-121.8747,8/19/2015,8/25/2015,CAL FIRE,2850,UNDETERMINED
ELK,Lake,Lakeport,39.043,-122.9159,9/2/2015,9/6/2015,CAL FIRE,700,EQUIPMENT
TENAYA,Mariposa,Yosemite Valley,37.7344,-119.6065,9/7/2015,9/16/2015,USFS,415,UNDETERMINED
BUTTE,Amador,Amador City,38.4194,-120.8242,9/9/2015,10/23/2015,CAL FIRE,70868,ELECTRICAL POWER
LUMPKIN,Butte,Paradise,39.7596,-121.622,9/11/2015,9/21/2015,CAL FIRE,1040,ARSON
VALLEY,Lake,Lakeport,39.043,-122.9159,9/12/2015,10/15/2015,CAL FIRE,76067,ELECTRICAL POWER
TASSAJARA,Monterey,King City,36.2127,-121.1261,9/19/2015,9/29/2015,CAL FIRE,1086,UNDETERMINED
MERIDIAN,Butte,Paradise,39.7596,-121.622,10/3/2015,10/4/2015,CAL FIRE,860,EQUIPMENT
CIENEGA,San Benito,Pinnacles,36.5308,-121.1452,10/12/2015,10/16/2015,CAL FIRE,690,ELECTRICAL POWER
SOLIMAR,Ventura,Ventura,34.2783,-119.2932,12/25/2015,12/28/2015,VNC,1288,UNDETERMINED
CAMP ROBERTS,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,5/18/2016,5/20/2016,MIL,3712,UNDETERMINED
METZ,Monterey,King City,36.2127,-121.1261,5/22/2016,5/25/2016,CAL FIRE,3876,DEBRIS BURNING
CHIMNEY,Tulare,Camp Nelson,36.1427,-118.6093,6/1/2016,6/7/2016,BLM,1324,HUMAN
STONY,Monterey,King City,36.2127,-121.1261,6/2/2016,6/17/2016,USFS,3000,UNDETERMINED
OLD,Los Angeles,Los Angeles,34.0549,-118.2445,6/4/2016,6/10/2016,LOCAL,465,UNDETERMINED
SODA,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,6/4/2016,6/6/2016,BLM,2003,UNDETERMINED
COLEMAN,Monterey,King City,36.2127,-121.1261,6/4/2016,6/17/2016,USFS,2520,UNDETERMINED
PONY,Siskiyou,Yreka,41.7326,-122.6378,6/7/2016,10/2/2016,USFS,2860,UNDETERMINED
SHERPA,Santa Barbara,Santa Barbara,34.4221,-119.7027,6/15/2016,6/23/2016,USFS,7474,UNDETERMINED
BORDER 3,San Diego,San Diego,32.7174,-117.1628,6/19/2016,7/1/2016,CAL FIRE,7609,UNDETERMINED
RESERVOIR,Los Angeles,Los Angeles,34.0549,-118.2445,6/20/2016,7/5/2016,USFS,1146,HUMAN
FISH,Los Angeles,Los Angeles,34.0549,-118.2445,6/20/2016,7/5/2016,USFS,4253,HUMAN
ERSKINE,Kern,Bakersfield,35.3739,-119.0195,6/23/2016,7/9/2016,USFS,48019,UNDETERMINED
MARINA,Mono,Mammoth Lakes,37.6433,-118.9669,6/24/2016,7/4/2016,USFS,654,UNDETERMINED
DINOSAUR,Merced,Merced,37.303,-120.4844,6/25/2016,6/26/2016,CAL FIRE,1246,VEHICLE
BOULDER COMPLEX,Plumas,East Quincy,39.9341,-120.8981,6/25/2016,7/5/2006,USFS,3500,LIGHTNING
LAKES,Mariposa,Yosemite Valley,37.7344,-119.6065,6/26/2016,10/31/2016,NPS,1001,LIGHTNING
RANCHO,Sacramento,Sacramento,38.5816,-121.4944,6/28/2016,6/30/2016,CAL FIRE,372,VEHICLE
TRAILHEAD,Placer,Last Chance,39.1113,-120.6247,6/28/2016,8/14/2016,CAL FIRE,5645,UNDETERMINED
COLYEAR,Tehama,Red Bluff,40.1785,-122.2359,6/30/2016,7/6/2016,CAL FIRE,464,ELECTRICAL POWER
PINE,Ventura,Ventura,34.2783,-119.2932,6/30/2016,7/17/2016,USFS,2304,UNDETERMINED
DEER,Kern,Bakersfield,35.3739,-119.0195,7/1/2016,7/10/2016,CC,1785,UNDETERMINED
CURRY,Fresno,Fresno,36.7394,-119.7849,7/1/2016,7/4/2016,CAL FIRE,2944,UNDETERMINED
APPALOOSA,Calaveras,Angels Camp,38.0683,-120.5397,7/2/2016,7/15/2016,CAL FIRE,310,ELECTRICAL POWER
FIDDLER,Shasta,Shasta Lake,40.68,-122.3627,7/8/2016,7/9/2016,CAL FIRE,303,ARSON
FORT,Kern,Bakersfield,35.3739,-119.0195,7/8/2016,7/9/2016,CC,554,UNDETERMINED
SAGE,Los Angeles,Los Angeles,34.0549,-118.2445,7/9/2016,7/16/2016,CC,1100,CAMPFIRE
PACHECO,Calaveras,Angels Camp,38.0683,-120.5397,7/12/2016,7/18/2016,CAL FIRE,341,EQUIPMENT
ROBLAR,San Diego,San Diego,32.7174,-117.1628,7/21/2016,7/27/2016,MIL,1245,UNDETERMINED
SAND,Los Angeles,Los Angeles,34.0549,-118.2445,7/22/2016,8/6/2016,USFS,41383,UNDETERMINED
SOBERANES,Monterey,King City,36.2127,-121.1261,7/22/2016,8/28/2016,CAL FIRE,103242,CAMPFIRE
GOOSE,Fresno,Fresno,36.7394,-119.7849,7/30/2016,8/9/2016,CAL FIRE,2241,ARSON
99,Butte,Paradise,39.7596,-121.622,8/2/2016,8/8/2016,CAL FIRE,520,PLAYING WITH FIRE
COLD,Yolo,Yolo,38.7318,-121.8078,8/2/2016,8/12/2016,CAL FIRE,5731,UNDETERMINED
CLARK,Mono,Mammoth Lakes,37.6433,-118.9669,8/4/2016,8/12/2016,USFS,2819,LIGHTNING
PILOT,San Bernardino,San Bernardino,34.1083,-117.2898,8/7/2016,8/16/2016,USFS,8110,UNDETERMINED
MINERAL,Fresno,Fresno,36.7394,-119.7849,8/8/2016,8/19/2016,CAL FIRE,7050,ARSON
HORSESHOE,Inyo,Bishop,37.365,-118.3947,8/9/2016,8/17/2016,USFS,369,UNDETERMINED
CLAYTON,Lake,Lakeport,39.043,-122.9159,8/13/2016,9/3/2016,CAL FIRE,3929,ARSON
CHIMNEY,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,8/13/2016,9/7/2016,CAL FIRE,46235,VEHICLE
CEDAR,Kern,Bakersfield,35.3739,-119.0195,8/16/2016,9/24/2016,USFS,29322,UNDETERMINED
BLUECUT,San Bernardino,San Bernardino,34.1083,-117.2898,8/16/2016,9/8/2016,USFS,36274,UNDETERMINED
BEALE,Yuba,Yuba City,39.1404,-121.617,8/18/2016,8/19/2016,CAL FIRE,389,MISCELLANEOUS
REY,Santa Barbara,Santa Barbara,34.4221,-119.7027,8/18/2016,9/15/2016,USFS,32606,UNDETERMINED
MOKELUMNE,Alpine,Markleeville,38.6949,-119.7803,8/19/2016,9/20/2016,USFS,655,LIGHTNING
TULE,Tulare,Camp Nelson,36.1427,-118.6093,8/22/2016,8/22/2016,USFS,395,UNDETERMINED
TULLY,Humboldt,Fortuna,40.5974,-124.1561,8/22/2016,9/9/2016,CAL FIRE,599,ARSON
GRADE,Siskiyou,Yreka,41.7326,-122.6378,8/24/2016,9/10/2016,CAL FIRE,710,ELECTRICAL POWER
RANGE,Kern,Bakersfield,35.3739,-119.0195,8/26/2016,8/31/2016,CC,600,HUMAN
HAVILA,Kern,Bakersfield,35.3739,-119.0195,8/27/2016,8/31/2016,CC,304,UNDETERMINED
WILLOW,Calaveras,Angels Camp,38.0683,-120.5397,8/28/2016,9/4/2016,CAL FIRE,450,VEHICLE
BOGART,Riverside,Riverside,33.9534,-117.3962,8/30/2016,9/5/2016,CAL FIRE,1470,UNDETERMINED
SADDLE,Butte,Paradise,39.7596,-121.622,9/5/2016,9/22/2016,CAL FIRE,800,VEHICLE
HOWARD,Modoc,Alturas,41.4871,-120.5424,9/11/2016,9/15/2016,CAL FIRE,380,RAILROAD
WILLARD,Lassen,Susanville,40.4163,-120.6531,9/11/2016,10/12/2016,CAL FIRE,2575,UNDETERMINED
HOG,Tehama,Red Bluff,40.1785,-122.2359,9/13/2016,9/13/2016,CAL FIRE,321,ELECTRICAL POWER
CROWN,Fresno,Fresno,36.7394,-119.7849,9/15/2016,10/31/2016,USFS,800,LIGHTNING
SOUP COMPLEX,Modoc,Alturas,41.4871,-120.5424,9/17/2016,10/31/2016,USFS,2722,UNDETERMINED
OWENS RIVER,Mono,Mammoth Lakes,37.6433,-118.9669,9/17/2016,10/15/2016,USFS,5443,UNDETERMINED
CANYON,Santa Barbara,Santa Barbara,34.4221,-119.7027,9/17/2016,9/24/2016,MIL,12742,UNDETERMINED
FLAT,Kern,Bakersfield,35.3739,-119.0195,9/19/2016,9/22/2016,CC,307,EQUIPMENT
SAWMILL,Sonoma,Sonoma,38.2931,-122.4577,9/25/2016,10/1/2016,CAL FIRE,1547,UNDETERMINED
MARSHES,Tuolumne,Tuolumne,37.9608,-120.2375,9/26/2016,10/4/2016,CAL FIRE,1080,VEHICLE
LOMA,Santa Clara,Saratoga,37.2638,-122.0231,9/26/2016,11/8/2016,CAL FIRE,4474,UNDETERMINED
SLATE,Tulare,Camp Nelson,36.1427,-118.6093,10/4/2016,11/5/2016,USFS,2160,LIGHTNING
SACATA,Fresno,Fresno,36.7394,-119.7849,10/11/2016,10/19/2016,USFS,2100,UNDETERMINED
JACOBSON,Tulare,Camp Nelson,36.1427,-118.6093,10/20/2016,11/1/2016,USFS,1702,UNDETERMINED
MEADOW,Tulare,Camp Nelson,36.1427,-118.6093,10/29/2016,11/22/2016,USFS,4347,LIGHTNING
HIDDEN,Tulare,Camp Nelson,36.1427,-118.6093,11/2/2016,11/23/2016,USFS,2768,LIGHTNING
WEST,Modoc,Alturas,41.4871,-120.5424,4/1/2017,4/1/2017,BLM,401,HUMAN
JAYNE,Fresno,Fresno,36.7394,-119.7849,4/20/2017,4/21/2017,CAL FIRE,4533,EQUIPMENT USE
EL DORADO,Fresno,Fresno,36.7394,-119.7849,4/28/2017,4/28/2017,CAL FIRE,750,UNDETERMINED
OPERA,Riverside,Riverside,33.9534,-117.3962,4/30/2017,5/2/2017,CAL FIRE,1350,UNDETERMINED
WRIGHT,Merced,Merced,37.303,-120.4844,5/12/2017,5/13/2017,CAL FIRE,1680,UNDETERMINED
ELM 2,Fresno,Fresno,36.7394,-119.7849,5/18/2017,5/21/2017,CAL FIRE,10000,ELECTRICAL POWER
DELUZ,San Diego,San Diego,32.7174,-117.1628,5/19/2017,5/22/2017,DOD,486,HUMAN
MING,Kern,Bakersfield,35.3739,-119.0195,5/20/2017,5/21/2017,CC,506,UNDER INVESTIGATION
GATE,San Diego,San Diego,32.7174,-117.1628,5/20/2017,5/22/2017,CAL FIRE,2056,UNDETERMINED
DINELY,Tulare,Camp Nelson,36.1427,-118.6093,6/7/2017,6/10/2017,CAL FIRE,339,EQUIPMENT USE
OAKWOOD,Madera,Madera Acres,37.0191,-120.0669,6/10/2017,6/13/2017,CAL FIRE,1417,SHOOTING
MONTEREY,Fresno,Fresno,36.7394,-119.7849,6/11/2017,6/11/2017,CAL FIRE,450,SHOOTING
LAKE,Los Angeles,Los Angeles,34.0549,-118.2445,6/17/2017,6/23/2017,USFS,800,UNDER INVESTIGATION
HOLCOMB,San Bernardino,San Bernardino,34.1083,-117.2898,6/21/2017,6/29/2017,USFS,1503,UNDER INVESTIGATION
HIGHWAY,Kern,Bakersfield,35.3739,-119.0195,6/21/2017,6/25/2017,USFS,1522,UNDER INVESTIGATION
CREEK,Fresno,Fresno,36.7394,-119.7849,6/23/2017,6/27/2017,CAL FIRE,357,DEBRIS BURNING
SCHAEFFER,Tulare,Camp Nelson,36.1427,-118.6093,6/24/2017,8/5/2017,USFS,16031,LIGHTNING
PLACERITA,Los Angeles,Los Angeles,34.0549,-118.2445,6/25/2017,6/28/2017,LOCAL,870,UNDER INVESTIGATION
HILL,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,6/26/2017,6/28/2017,CAL FIRE,1626,VEHICLE
MANZANITA,Riverside,Riverside,33.9534,-117.3962,6/26/2017,6/30/2017,CAL FIRE,6309,VEHICLE
MART,San Bernardino,San Bernardino,34.1083,-117.2898,6/27/2017,7/1/2017,USFS,670,UNDER INVESTIGATION
BEN,Mariposa,Yosemite Valley,37.7344,-119.6065,6/28/2017,7/6/2017,CAL FIRE,558,VEHICLE
BATTLE,Modoc,Alturas,41.4871,-120.5424,6/28/2017,7/1/2017,USFS,640,UNDER INVESTIGATION
CRISTIANITOS,San Diego,San Diego,32.7174,-117.1628,6/28/2017,7/1/2017,DOD,761,UNDER INVESTIGATION
TARINA,Kern,Bakersfield,35.3739,-119.0195,6/30/2017,7/1/2017,CC,1200,UNDER INVESTIGATION
DERRICK,Fresno,Fresno,36.7394,-119.7849,7/2/2017,7/5/2017,CAL FIRE,1562,UNDETERMINED
FAY,Siskiyou,Yreka,41.7326,-122.6378,7/5/2017,7/31/2017,CAL FIRE,496,MISCELLANEOUS
QUAL COMPLEX,Kern,Bakersfield,35.3739,-119.0195,7/6/2017,7/6/2017,CC,1626,UNDER INVESTIGATION
ALAMO,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,7/6/2017,7/22/2017,CAL FIRE,28687,UNDER INVESTIGATION
WALL,Butte,Paradise,39.7596,-121.622,7/7/2017,8/3/2017,CAL FIRE,6033,ELECTRICAL POWER
PARKFIELD,Monterey,King City,36.2127,-121.1261,7/8/2017,7/8/2017,CAL FIRE,1816,ELECTRICAL POWER
WHITTIER,Santa Barbara,Santa Barbara,34.4221,-119.7027,7/8/2017,10/5/2017,USFS,18430,UNDER INVESTIGATION
STONE,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,7/9/2017,7/11/2017,CAL FIRE,340,EQUIPMENT USE
WINTER,Yolo,Yolo,38.7318,-121.8078,7/9/2017,7/12/2017,CAL FIRE,2269,UNDER INVESTIGATION
GARZA,Kings,Hanford,36.3275,-119.6457,7/9/2017,7/25/2017,CAL FIRE,70000,EQUIPMENT USE
JENNINGS 2,San Diego,San Diego,32.7174,-117.1628,7/11/2017,7/14/2017,CAL FIRE,400,VEHICLE
LONG VALLEY,Lassen,Susanville,40.4163,-120.6531,7/11/2017,7/25/2017,BLM,83733,UNDER INVESTIGATION
DOBE,Modoc,Alturas,41.4871,-120.5424,7/13/2017,7/31/2017,USFS,410,HUMAN
BRIDGE 2,San Bernardino,San Bernardino,34.1083,-117.2898,7/14/2017,7/18/2017,CAL FIRE,460,UNDETERMINED
DETWILER,Mariposa,Yosemite Valley,37.7344,-119.6065,7/16/2017,8/31/2017,CAL FIRE,100000,SHOOTING
PARK,Fresno,Fresno,36.7394,-119.7849,7/17/2017,7/30/2017,CAL FIRE,1649,EQUIPMENT USE
HUDSON,Kern,Bakersfield,35.3739,-119.0195,7/18/2017,7/18/2017,LOCAL,1083,UNDER INVESTIGATION
MARBLE,Siskiyou,Yreka,41.7326,-122.6378,7/19/2017,7/28/2017,USFS,319,UNDER INVESTIGATION
ELEPHANT 2,Tulare,Camp Nelson,36.1427,-118.6093,7/20/2017,7/21/2017,CAL FIRE,416,ARSON
MODOC JULY COMPLEX,Modoc,Alturas,41.4871,-120.5424,7/24/2017,8/13/2017,USFS,83120,UNDER INVESTIGATION
ORLEANS COMPLEX,Siskiyou,Yreka,41.7326,-122.6378,7/25/2017,10/12/2017,USFS,27276,LIGHTNING
LATROBE,Sacramento,Sacramento,38.5816,-121.4944,7/26/2017,7/28/2017,CAL FIRE,1268,DEBRIS BURNING
JACKSONVILLE,Tuolumne,Tuolumne,37.9608,-120.2375,7/29/2017,8/4/2017,CAL FIRE,675,UNDETERMINED
MINERVA 5,Plumas,East Quincy,39.9341,-120.8981,7/29/2017,8/16/2017,USFS,4310,UNDER INVESTIGATION
GARDEN,Kern,Bakersfield,35.3739,-119.0195,7/30/2017,8/9/2017,USFS,450,HUMAN
ROADRUNNER,Tulare,Camp Nelson,36.1427,-118.6093,7/30/2017,7/31/2017,CAL FIRE,2289,ARSON
GRANT,Mono,Mammoth Lakes,37.6433,-118.9669,7/31/2017,8/3/2017,USFS,400,LIGHTNING
SUMMIT COMPLEX,Tuolumne,Tuolumne,37.9608,-120.2375,7/31/2017,11/30/2017,USFS,5248,UNDER INVESTIGATION
EMPIRE,Mariposa,Yosemite Valley,37.7344,-119.6065,8/1/2017,8/1/2017,NPS,6370,LIGHTNING
RED,San Luis Obispo,San Luis Obispo,35.2828,-120.6597,8/2/2017,8/3/2017,USFS,450,UNDER INVESTIGATION
BRYANT 2,San Bernardino,San Bernardino,34.1083,-117.2898,8/3/2017,8/14/2017,CAL FIRE,325,UNDETERMINED
INDIAN,Tulare,Camp Nelson,36.1427,-118.6093,8/3/2017,8/29/2017,USFS,2295,LIGHTNING
PARKER 2,Modoc,Alturas,41.4871,-120.5424,8/3/2017,8/14/2017,USFS,7697,LIGHTNING
POSLIN,Lassen,Susanville,40.4163,-120.6531,8/6/2017,8/9/2017,USFS,860,LIGHTNING
CHILCOOT,Plumas,East Quincy,39.9341,-120.8981,8/6/2017,8/8/2017,USFS,1021,LIGHTNING
BUTTE,Madera,Madera Acres,37.0191,-120.0669,8/7/2017,8/17/2017,USFS,635,LIGHTNING
YOUNG,Del Norte,Crescent City,41.7559,-124.2018,8/7/2017,10/15/2017,USFS,21377,UNDER INVESTIGATION
RUTH COMPLEX,Trinity,Hayfork,40.5543,-123.1831,8/9/2017,8/25/2017,USFS,4736,LIGHTNING
ROSE,Kern,Bakersfield,35.3739,-119.0195,8/10/2017,8/10/2017,CC,338,HUMAN
BLAINE,Riverside,Riverside,33.9534,-117.3962,8/13/2017,8/16/2017,CAL FIRE,1500,UNDETERMINED
SOUTH FORK,Mariposa,Yosemite Valley,37.7344,-119.6065,8/13/2017,8/13/2017,NPS,7000,UNDER INVESTIGATION
MIAS,Riverside,Riverside,33.9534,-117.3962,8/14/2017,8/18/2017,CAL FIRE,600,ELECTRICAL POWER
ECLIPSE COMPLEX,Siskiyou,Yreka,41.7326,-122.6378,8/15/2017,10/10/2017,USFS,78698,LIGHTNING
BEALE,Yuba,Yuba City,39.1404,-121.617,8/20/2017,8/20/2017,CAL FIRE,950,UNDER INVESTIGATION
BOLES,Modoc,Alturas,41.4871,-120.5424,8/23/2017,9/4/2017,USFS,371,LIGHTNING
JONES,Modoc,Alturas,41.4871,-120.5424,8/23/2017,8/27/2017,USFS,375,LIGHTNING
PONDEROSA,Butte,Paradise,39.7596,-121.622,8/29/2017,9/9/2017,CAL FIRE,4016,HUMAN
MUD,Lassen,Susanville,40.4163,-120.6531,8/29/2017,9/1/2017,BLM,6042,LIGHTNING
SLINKARD,Mono,Mammoth Lakes,37.6433,-118.9669,8/29/2017,9/11/2017,BLM,8925,LIGHTNING
RAILROAD,Madera,Madera Acres,37.0191,-120.0669,8/29/2017,9/15/2017,USFS,12407,UNDER INVESTIGATION
PIER,Tulare,Camp Nelson,36.1427,-118.6093,8/29/2017,9/24/2017,USFS,36556,HUMAN
HELENA,Trinity,Hayfork,40.5543,-123.1831,8/30/2017,10/19/2017,USFS,21449,HUMAN
CALDWELL,Kern,Bakersfield,35.3739,-119.0195,9/1/2017,9/6/2017,USFS,1319,LIGHTNING
LA TUNA,Los Angeles,Los Angeles,34.0549,-118.2445,9/1/2017,9/8/2017,LOCAL,7194,UNDER INVESTIGATION
PALMER,Riverside,Riverside,33.9534,-117.3962,9/2/2017,9/9/2017,CAL FIRE,3800,PLAYING WITH FIRE
PEAK,Madera,Madera Acres,37.0191,-120.0669,9/3/2017,9/9/2017,CAL FIRE,680,VEHICLE
MISSION,Madera,Madera Acres,37.0191,-120.0669,9/3/2017,9/13/2017,CAL FIRE,1037,ELECTRICAL POWER
CREEK,Tuolumne,Tuolumne,37.9608,-120.2375,9/3/2017,11/20/2017,USFS,1749,LIGHTNING
EUREKA,Plumas,East Quincy,39.9341,-120.8981,9/5/2017,10/31/2017,USFS,437,LIGHTNING
TABLE,El Dorado,Diamond Springs,38.6946,-120.815,9/8/2017,10/17/2017,USFS,426,UNDER INVESTIGATION
BERRY,Shasta,Shasta Lake,40.68,-122.3627,9/12/2017,9/26/2017,CAL FIRE,995,LIGHTNING
BUCK,Trinity,Hayfork,40.5543,-123.1831,9/12/2017,11/5/2017,USFS,13434,LIGHTNING
EASTMAN,Madera,Madera Acres,37.0191,-120.0669,9/18/2017,9/19/2017,CAL FIRE,483,ELECTRICAL POWER
LION,Tulare,Camp Nelson,36.1427,-118.6093,9/24/2017,11/27/2017,USFS,19215,LIGHTNING
RUCKER,Santa Barbara,Santa Barbara,34.4221,-119.7027,9/29/2017,10/4/2017,LOCAL,444,HUMAN
CANYON,Orange,Lake Forest,33.6469,-117.686,9/30/2017,10/3/2017,CC,2662,UNDER INVESTIGATION
CHEROKEE,Butte,Paradise,39.7596,-121.622,10/8/2017,11/5/2017,CAL FIRE,8500,ELECTRICAL POWER
THIRTY SEVEN,Sonoma,Sonoma,38.2931,-122.4577,10/9/2017,10/12/2017,CAL FIRE,1660,UNDER INVESTIGATION
CANYON 2,Orange,Lake Forest,33.6469,-117.686,10/9/2017,10/17/2017,CC,9217,UNDER INVESTIGATION
MENDOCINO LAKE COMPLEX,Mendocino,Willits,39.4096,-123.3556,10/9/2017,10/26/2017,CAL FIRE,38730,UNDER INVESTIGATION
SOUTHERN LNU COMPLEX,NAPA,Napa,38.2971,-122.2856,10/9/2017,10/28/2017,CAL FIRE,51624,UNDER INVESTIGATION
CENTRAL LNU COMPLEX,Sonoma,Sonoma,38.2931,-122.4577,10/9/2017,10/31/2017,CAL FIRE,110720,UNDER INVESTIGATION
